Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Label
1.764052345967664,-0.20211702713566235,0.3300458894753217,0.37123214419113804,-1.939500363573715,0.06604100938626511,8
0.4001572083672233,-0.8332310006734793,-0.00047997943414340293,0.30478389105380854,0.7388504542433425,1.699982157426806,4
0.9787379841057392,1.7336002474410015,0.8181158976808033,0.5041246016585503,1.3946845302672572,-1.6192164733920087,4
2.240893199201458,0.19064900407720914,0.4282137080100313,0.13529960385683878,-0.8135850180324622,-0.5963766079925548,2
1.8675579901499675,-0.1778103936485962,-2.503947321670817,0.6537587797671223,-0.8188219958857736,-2.1174936557663213,7
-0.977277879876411,-1.085025119015919,0.12048113256091612,-0.10018131314984423,-0.1027977960152619,-0.8630749608786413,6
0.9500884175255894,0.9722623328412471,0.8078928568841651,-0.863291372650414,1.2393452330186887,0.39647152879410824,1
-0.1513572082976979,1.4314716840449928,0.6021209782781147,-0.7738704646231076,0.36427740154660004,-0.6267700931471014,5
-0.10321885179355784,-0.2450730432591931,-0.8651900002316453,-0.8903281324738903,-1.1666374250842533,-2.0068069024246338,2
0.41059850193837233,-0.6232538101120374,-0.15332035080823403,0.030398976626961068,-0.5038280751061224,-1.733377845110813,9
0.144043571160878,-0.39599886600563744,-0.24049055895827992,-1.5796299427616636,0.11141038717345011,0.3489642664178664,1
1.454273506962975,-1.35852240228175,-0.06076334626506844,-1.8807633248295614,-1.534702859313914,-0.3829937893538116,6
0.7610377251469934,1.3226025276669688,0.5328661237070503,0.4715923172464303,-0.5841313435823351,2.03273256071443,9
0.12167501649282841,0.0034439384342185293,0.7644009440674655,0.7007640389426076,-0.8017553154751899,1.9875861587255732,8
0.44386323274542566,-0.0001967701085504745,-0.8560833596014857,-0.4200832369767458,-0.19222028168053099,0.26772621681327313,4
0.33367432737426683,1.533703955410446,-1.6823404965955902,-0.6220460779513128,-0.3450426486498335,-1.4474372553405848,3
1.4940790731576061,-0.7730822478242712,0.6530694625505997,-0.05379674083607663,0.386518001293692,0.3494439285485896,4
-0.20515826376580087,-0.40125493717108385,0.9302550800431277,0.6815012676567752,-1.226429771849939,-0.8642144245528576,6
0.31306770165090136,-0.11535676437265875,0.40518261076895284,-1.299664840631323,0.5880392932138137,-0.5014429815526841,8
-0.8540957393017248,1.011555448987993,0.20400248122487422,0.7641907258539886,0.23584129912205512,2.0740737565661234,3
-2.5529898158340787,1.5132355220559772,-0.8227655902296752,0.11309140475363012,0.922925132002644,-0.3882976981693354,9
0.6536185954403606,0.9170686211979239,-1.2768743075213513,0.3476420921663507,-2.507844723437815,-0.4317372271674274,4
0.8644361988595057,0.7288930717878552,-0.22643687435354265,0.8941524097327459,0.4116154321867157,-0.40590419649721343,8
-0.7421650204064419,0.5520321430104638,-1.016052709711858,0.07579001372018486,0.616967787711762,1.008089684182955,0
2.2697546239876076,-2.8032340846449872,-0.6572947815678398,1.6656370610425142,0.3932493245427692,-0.695019301200845,9
-1.4543656745987648,-0.3960531781701271,0.2939909016178963,0.46513699938855196,0.7349784786745059,0.5184195273464903,1
0.04575851730144607,-0.7131436220838693,0.6200525251836659,0.7107572500716636,-0.10335083922018312,-0.9137551240169978,5
-0.1871838500258336,1.3008336687012387,0.779633652095418,-2.1352044821691516,0.5472589155674626,-1.4409932976123467,3
1.5327792143584575,-0.5528657928192442,0.4549840173410475,0.9271840987031365,-0.8508823808454719,-0.7854880715532806,9
1.469358769900285,2.070897409904509,-1.303435740820307,1.3995283089658026,0.4239558116300567,1.8851080577239538,3
0.1549474256969163,-0.3659083300934038,-0.5644497165103435,-1.4733744605556782,1.775567551086722,-1.7892971632224564,5
0.37816251960217356,-0.897630041656074,-0.6971323886489864,0.3333723677323621,0.04986418089654123,-0.8158498008695481,8
-0.8877857476301128,1.4449364810209575,1.0378397423281114,1.292027978902059,0.003983111827143238,-0.37612537721849376,5
-1.980796468223927,0.1729418541647085,1.5601544216008463,-0.09356170718291079,-1.1012924912137607,-0.20951228199220126,2
-0.3479121493261526,0.28268849628368736,-1.4602061159004478,-1.4775957645793705,-0.07029860172047771,-0.7854520900621637,2
0.15634896910398005,1.0908695632652103,-1.9396758593769177,-2.218589625933892,0.05002999185935291,-1.0257658368994678,6
1.2302906807277207,-0.20134816164355054,0.5265857693607955,-1.015576909128798,0.9911147311809809,0.367500152123623,2
1.2023798487844113,-0.6806857550693184,1.660338768751764,-0.017031240420281597,-2.1317225969235563,-0.7535496405269899,5
-0.3873268174079523,0.8032750237333707,-0.36380905613241826,0.44303656187868123,0.01893825884867372,1.121603068209638,8
-0.30230275057533557,-0.34216382997053885,-0.03104519136795464,-0.0669785134004444,-1.2867164002494529,1.0277555212855327,2
-1.0485529650670926,-0.47248884219904835,-0.363622408254314,2.0955365500153462,0.5649483958172726,0.11400852067999036,1
-1.4200179371789752,-0.6922568981588467,1.241801634473554,-1.2891235806644505,0.5770050670057985,0.3061860006403188,3
-1.7062701906250126,-0.04667126371866919,-1.668672126154464,-0.3313332978248314,0.658060306838464,-0.878740121120503,8
1.9507753952317897,-0.6195800882493349,0.6132101632060594,0.15080979197960365,1.472330908150017,1.1658950444766125,2
-0.5096521817516535,0.869526007527249,0.04346910949959928,-1.0214672115064072,0.012550572711260116,0.12832670574038266,6
-0.4380743016111864,-0.14688285276596932,0.11654821909546859,0.6050590477081472,0.7892917110380235,-0.23671482886641237,6
-1.2527953600499262,0.32809176306796345,-0.5786048436149356,-0.32268310896927066,0.5260727467814855,0.606546856663273,3
0.7774903558319101,-1.3630434995429042,-1.2646787274554756,-0.639383056773998,0.7284713756878013,-0.27424204820210457,5
-1.6138978475579515,0.8078343030528042,-0.11748738935084278,-0.7354827099425397,0.9198904999009225,1.1453546246278505,2
-0.2127402802139687,0.6606640291019935,-0.4851865022829405,0.5948662078267735,0.43699051694631863,-0.08452401750662716,9
-0.8954665611936756,0.7788500451366795,1.0230670309248866,0.051481712556304966,0.12693107399968384,-0.09978530540037624,6
0.386902497859262,1.5073202527585416,0.14835545039851705,-0.34874732356667826,-2.436990195789488,-0.42925845251718,6
-0.510805137568873,0.37957620568444406,-0.02942062365683824,0.2998561280434707,0.2138117349510353,-0.9366861047362706,6
-1.180632184122412,0.6519295489168465,0.8758328031869701,-2.3917312470484817,0.6558313581908667,0.7969179949633508,2
-0.028182228338654868,0.3520001583555273,0.13480779738570836,1.9389803198626427,0.12403683229610803,-0.04189510274131509,7
0.42833187053041766,-0.4837388859726418,0.08406441516072337,1.3662700631152112,-0.6512229559016444,-1.9022171205238574,8
0.06651722238316789,-0.13574286986858092,0.8931159770724942,-0.2757565488513065,0.7850051141792534,1.340317837390638,2
0.3024718977397814,-0.13497142932629702,-0.13843638488133692,-0.3776474690989044,0.84419429080625,-0.26502526160539813,3
-0.6343220936809636,1.005336215715737,-0.25152944424084467,0.028955604418676003,-2.629108241933747,-0.1395718394035975,8
-0.3627411659871381,-0.8543254894390128,0.54902714986755,0.4271130040076793,0.08595988867381481,-0.11301257516904913,0
-0.672460447775951,-1.7947654413388694,1.6555695958523333,-1.4703136942854298,-0.889607249390669,-0.2644657681856571,3
-0.3595531615405413,0.9829106565380966,-1.3272735771242405,-0.8241951727067318,-0.6072485368144828,0.836305225930241,6
