Date,Sales,Promotions
2000-01-01,84.67006268697695,1
2000-01-02,77.34469316779926,0
2000-01-03,69.14260728713388,0
2000-01-04,64.0546464930542,0
2000-01-05,96.82410353656742,0
2000-01-06,86.36459116127858,0
2000-01-07,98.80751952966499,0
2000-01-08,70.66593636902653,0
2000-01-09,66.14715779874045,0
2000-01-10,65.72069544756815,0
2000-01-11,61.641717098286314,0
2000-01-12,72.54917872695025,0
2000-01-13,69.19606798846323,0
2000-01-14,84.13942634972375,0
2000-01-15,106.95607150610641,1
2000-01-16,59.698868901671574,0
2000-01-17,76.85200603857835,0
2000-01-18,80.19781766693818,0
2000-01-19,54.98257034170331,0
2000-01-20,75.34751158982077,0
2000-01-21,76.82929486956951,0
2000-01-22,56.95528280965576,0
2000-01-23,77.03229891321622,0
2000-01-24,71.86052014221043,1
2000-01-25,58.546007452571914,0
2000-01-26,78.653370975538,0
2000-01-27,62.78921052015444,0
2000-01-28,77.2818696183996,0
2000-01-29,64.68284036916474,1
2000-01-30,81.95501195678865,0
2000-01-31,62.15195273410095,1
2000-02-01,73.86269450419958,1
2000-02-02,71.02992058304767,1
2000-02-03,55.71458774772211,1
2000-02-04,77.55293353843885,0
2000-02-05,62.580543389461695,0
2000-02-06,87.00297721808134,0
2000-02-07,68.95206723724765,0
2000-02-08,61.5074180927516,0
2000-02-09,66.66987517657365,0
2000-02-10,81.92669057992522,1
2000-02-11,78.44827514201563,0
2000-02-12,73.93387161234331,0
2000-02-13,54.04074904923712,0
2000-02-14,93.41434722837491,0
2000-02-15,90.62720457409577,0
2000-02-16,81.50780954238087,0
2000-02-17,93.27372839261146,0
2000-02-18,73.39235811748016,0
2000-02-19,98.59380397684157,1
2000-02-20,77.30202192617713,0
2000-02-21,107.68833103987077,0
2000-02-22,66.24153960690609,1
2000-02-23,91.99944285318524,0
2000-02-24,68.539369314206,0
2000-02-25,69.33261403125329,0
2000-02-26,65.2875114693866,0
2000-02-27,74.69867029910894,1
2000-02-28,61.115967273920184,0
2000-02-29,65.3035106257103,0
2000-03-01,84.41598817968566,0
2000-03-02,89.5265002361775,0
2000-03-03,74.12182286169212,1
2000-03-04,57.87886603670276,0
2000-03-05,48.83666470189871,0
2000-03-06,89.34227419442948,0
2000-03-07,63.584684075250635,0
2000-03-08,92.25760988341543,1
2000-03-09,84.05838448474302,0
2000-03-10,92.86605225179329,0
2000-03-11,70.76504626771217,0
2000-03-12,67.48228924227301,0
2000-03-13,84.89809028479394,0
2000-03-14,73.1786343475144,1
2000-03-15,74.1863827927144,1
2000-03-16,64.56328180723155,0
2000-03-17,82.90465674967217,0
2000-03-18,98.45832627213886,0
2000-03-19,85.60322982532139,0
2000-03-20,80.7166977741042,1
2000-03-21,81.37782288980127,0
2000-03-22,88.5393796960031,0
2000-03-23,68.53294749056978,0
2000-03-24,59.999766763482285,0
2000-03-25,70.79224972572054,0
2000-03-26,63.96043937657273,0
2000-03-27,80.26871293704784,0
2000-03-28,75.27080008161768,0
2000-03-29,73.35531737464973,1
2000-03-30,75.41421302647913,0
2000-03-31,91.71377506663299,0
2000-04-01,89.97544046714356,0
2000-04-02,65.03304967935466,0
2000-04-03,75.6631153120776,0
2000-04-04,97.07915910835419,0
2000-04-05,68.47309107872789,0
2000-04-06,88.5268421986452,0
2000-04-07,73.94953778910715,1
2000-04-08,94.4733163660518,0
2000-04-09,59.43869392570425,0
2000-04-10,94.36329162948735,1
2000-04-11,83.29067516166313,1
2000-04-12,72.21887040413972,0
2000-04-13,71.78153472069957,0
2000-04-14,75.06851003440562,0
2000-04-15,79.55074182685594,0
2000-04-16,79.70237488887186,0
2000-04-17,100.11278532215802,1
2000-04-18,88.1055115902072,0
2000-04-19,112.5167435984358,0
2000-04-20,63.42195363515266,1
2000-04-21,91.96427306881748,0
2000-04-22,71.61998989203333,0
2000-04-23,68.10175209185554,0
2000-04-24,65.95160016678766,1
2000-04-25,81.66327589502892,0
2000-04-26,106.56735671094646,0
2000-04-27,76.5009015709324,1
2000-04-28,79.00564220767785,0
2000-04-29,59.55097482958405,1
2000-04-30,80.11409600617941,1
2000-05-01,68.07957147091554,0
2000-05-02,98.86241574027389,0
2000-05-03,70.55221087943258,0
2000-05-04,101.93256813894469,0
2000-05-05,51.01117554590057,0
2000-05-06,88.33487424797401,0
2000-05-07,69.61893264860436,0
2000-05-08,86.22180429502512,0
2000-05-09,109.96050036256437,0
2000-05-10,74.26503451393059,0
2000-05-11,83.58300806203998,0
2000-05-12,66.422271254429,0
2000-05-13,66.93699231720153,0
2000-05-14,65.45973938825024,1
2000-05-15,58.653772382290136,0
2000-05-16,90.04498120127943,0
2000-05-17,60.348360594942804,0
2000-05-18,76.86390110341377,0
2000-05-19,83.76210654021986,0
2000-05-20,60.38431220993223,0
2000-05-21,92.53636139994912,0
2000-05-22,64.60948521184743,0
2000-05-23,87.48330771937138,0
2000-05-24,70.14012880492797,0
2000-05-25,81.98253879725537,1
2000-05-26,98.63236987486985,1
2000-05-27,115.01223254600536,0
2000-05-28,83.39973005221877,0
2000-05-29,83.47035231727216,0
2000-05-30,62.576016779825615,1
2000-05-31,71.02664241458986,0
2000-06-01,76.38299579794194,0
2000-06-02,82.1488392015896,0
2000-06-03,98.22048312045634,0
2000-06-04,95.8111605369735,1
2000-06-05,92.22321485190683,0
2000-06-06,94.15485533153512,0
2000-06-07,102.7384847543139,0
2000-06-08,84.45160994049263,1
2000-06-09,92.26044290355786,0
2000-06-10,95.78598243326601,1
2000-06-11,95.58988034258243,0
2000-06-12,88.7705763618319,0
2000-06-13,95.96759287614424,0
2000-06-14,83.99462479677736,0
2000-06-15,51.70626025552573,0
2000-06-16,78.48328681233505,0
2000-06-17,63.779833581792374,1
2000-06-18,80.09266052510634,1
2000-06-19,70.35589868607896,0
2000-06-20,102.36560035031782,0
2000-06-21,72.81954563265941,0
2000-06-22,89.39974206050687,0
2000-06-23,69.20530719039425,0
2000-06-24,69.79607372730018,0
2000-06-25,81.68933734042889,1
2000-06-26,67.82680484240589,0
2000-06-27,95.07968401229688,0
2000-06-28,101.62923028199576,0
2000-06-29,93.53701107620175,0
2000-06-30,89.7623625528455,0
2000-07-01,69.13972965363932,0
2000-07-02,93.20049685458146,0
2000-07-03,94.17480502921771,0
2000-07-04,92.24663251504401,1
2000-07-05,73.97556692063273,0
2000-07-06,88.70275086394062,1
2000-07-07,83.96152230440713,0
2000-07-08,87.24986099488447,0
2000-07-09,127.87028029113758,0
2000-07-10,93.46601802377171,0
2000-07-11,95.43441278591762,0
2000-07-12,99.09866407472362,0
2000-07-13,77.70314059461468,0
2000-07-14,69.40100786183544,0
2000-07-15,84.84343394449652,0
2000-07-16,93.89036447291889,1
2000-07-17,86.21491243249717,0
2000-07-18,80.83854360939758,0
2000-07-19,105.99686970288884,0
2000-07-20,72.97526561374437,0
2000-07-21,51.18780779350766,0
2000-07-22,59.728549967981046,0
2000-07-23,81.7427198501512,0
2000-07-24,94.41465847809755,0
2000-07-25,80.19768493601782,0
2000-07-26,77.09532648544808,1
2000-07-27,77.16819174242792,0
2000-07-28,72.38130459479716,0
2000-07-29,93.10009951535142,0
2000-07-30,73.23671485645579,0
2000-07-31,65.97922193056091,0
2000-08-01,101.70112226753002,0
2000-08-02,61.85030742691049,0
2000-08-03,71.23672420662159,0
2000-08-04,112.46171404570343,0
2000-08-05,77.61004584128166,0
2000-08-06,61.670751152054514,1
2000-08-07,97.26615038173452,0
2000-08-08,77.73028952496718,0
2000-08-09,85.45372649359274,1
2000-08-10,69.71099132677566,0
2000-08-11,82.78728308644523,0
2000-08-12,84.17865601209269,0
2000-08-13,87.25006607322037,0
2000-08-14,62.30601186183567,0
2000-08-15,129.68617084470674,0
2000-08-16,79.18985772480211,0
2000-08-17,98.88424510124523,0
2000-08-18,89.98926774006785,0
2000-08-19,64.16141903858049,0
2000-08-20,85.04358922118917,0
2000-08-21,76.35688423306777,0
2000-08-22,80.4405576875455,0
2000-08-23,76.75508126606631,0
2000-08-24,77.26142690934186,0
2000-08-25,80.96940749379073,0
2000-08-26,100.86585373216508,0
2000-08-27,82.82309024457206,0
2000-08-28,117.16047598267063,0
2000-08-29,89.68621103490317,0
2000-08-30,90.37249726497522,1
2000-08-31,71.20727581727286,0
2000-09-01,81.99136737360145,0
2000-09-02,80.1405681526523,1
2000-09-03,67.3146915529563,0
2000-09-04,93.01465760207032,0
2000-09-05,86.49283358304787,0
2000-09-06,84.40104264557296,0
2000-09-07,83.01380566990021,1
2000-09-08,82.02547854091225,0
2000-09-09,83.54415579579013,0
2000-09-10,104.52567577012405,0
2000-09-11,77.05386752231468,0
2000-09-12,85.55069184848006,1
2000-09-13,84.75586062602913,1
2000-09-14,97.19160350888902,0
2000-09-15,81.54921009521867,0
2000-09-16,74.49499461125677,0
2000-09-17,83.42736244685423,0
2000-09-18,91.95913182570789,0
2000-09-19,87.23238980021115,0
2000-09-20,74.0913071662595,1
2000-09-21,65.06986017639986,0
2000-09-22,78.948608395497,0
2000-09-23,78.87910124045862,0
2000-09-24,91.1762770449081,0
2000-09-25,91.47164513162632,0
2000-09-26,103.52131741657372,0
2000-09-27,96.62455818672416,1
2000-09-28,91.10360690320887,0
2000-09-29,68.08186085441365,0
2000-09-30,91.39317674731238,0
2000-10-01,69.55307990470575,0
2000-10-02,87.33302969042357,1
2000-10-03,71.51553503880368,0
2000-10-04,95.91554427579266,0
2000-10-05,78.31979106690633,0
2000-10-06,94.65265803299697,0
2000-10-07,93.94600458888779,1
2000-10-08,85.47763797080239,0
2000-10-09,92.8585722281953,0
2000-10-10,97.55664605662108,1
2000-10-11,104.3267574145416,0
2000-10-12,64.43329627649331,1
2000-10-13,83.15824849820292,0
2000-10-14,68.66322861469607,0
2000-10-15,99.4119273421821,1
2000-10-16,109.6176979387652,0
2000-10-17,94.79739555392207,0
2000-10-18,90.27887313235465,0
2000-10-19,83.3078709134941,0
2000-10-20,81.44733960497877,0
2000-10-21,91.82666921521792,0
2000-10-22,88.94961932759558,0
2000-10-23,64.27660300765584,0
2000-10-24,82.92632233151897,1
2000-10-25,73.46872061836433,0
2000-10-26,84.76299209403388,0
2000-10-27,104.4735943299397,0
2000-10-28,75.19423763820744,0
2000-10-29,79.10296377384066,1
2000-10-30,89.9563175410738,1
2000-10-31,64.07428734187823,0
2000-11-01,77.59232261993196,1
2000-11-02,95.17219701505628,0
2000-11-03,72.98545885030914,0
2000-11-04,88.52382217640421,0
2000-11-05,68.15653377152083,0
2000-11-06,73.10481566526268,0
2000-11-07,105.10857320157629,0
2000-11-08,101.22397349487399,0
2000-11-09,90.57185678689173,1
2000-11-10,105.7380618111232,0
2000-11-11,79.4879512650304,1
2000-11-12,88.19365473010141,0
2000-11-13,90.82958666528285,0
2000-11-14,105.91414481141561,0
2000-11-15,95.09184170363234,0
2000-11-16,121.79963955088303,0
2000-11-17,81.42683123933227,0
2000-11-18,118.66273242569734,1
2000-11-19,78.21076627395618,0
2000-11-20,79.52070872490208,0
2000-11-21,81.44744947489147,0
2000-11-22,64.71806910929138,0
2000-11-23,82.25364969345672,0
2000-11-24,63.6113505294484,0
2000-11-25,92.83896431409542,0
2000-11-26,83.35881549687373,0
2000-11-27,82.52803796428786,0
2000-11-28,85.52525283108356,0
2000-11-29,93.00844718085158,0
2000-11-30,109.75161904167543,0
2000-12-01,111.73916391402364,0
2000-12-02,83.78771881104878,0
2000-12-03,86.68646052597828,0
2000-12-04,76.07473441194429,0
2000-12-05,89.48971879524355,0
2000-12-06,77.36469525529836,1
2000-12-07,101.00452200798946,0
2000-12-08,79.31225884733247,0
2000-12-09,75.18611812418668,0
2000-12-10,75.14146713291157,0
2000-12-11,75.12656937506668,1
2000-12-12,76.5249746667697,1
2000-12-13,86.28129557940876,1
2000-12-14,112.3726110454192,0
2000-12-15,117.56551826918118,0
2000-12-16,82.62952005522327,0
2000-12-17,86.5231254161028,0
2000-12-18,84.01316918334226,0
2000-12-19,90.58281300370636,0
2000-12-20,94.29030101180409,0
2000-12-21,81.11661575653704,0
2000-12-22,93.97909059424084,0
2000-12-23,117.20515902470187,0
2000-12-24,72.7013408501821,1
2000-12-25,84.10932675563528,0
2000-12-26,87.2915079272292,0
2000-12-27,83.76845729779535,0
2000-12-28,90.6973037280045,0
2000-12-29,110.09780958565105,1
2000-12-30,115.23805941890653,0
2000-12-31,97.88226523705217,1
2001-01-01,99.38073570914187,0
2001-01-02,92.41034745366635,0
2001-01-03,119.45340862110154,0
2001-01-04,94.21239946310374,0
2001-01-05,84.04956343596547,0
2001-01-06,105.14201985392735,0
2001-01-07,112.23029869714343,0
2001-01-08,69.85967386660072,0
2001-01-09,103.26002956083518,0
2001-01-10,84.62278641227722,1
2001-01-11,95.71781012036719,1
2001-01-12,110.94589163458123,0
2001-01-13,80.0124362752068,0
2001-01-14,102.08715733723047,1
2001-01-15,73.97099914971653,0
2001-01-16,79.84108711571886,0
2001-01-17,85.46729821716684,1
2001-01-18,111.17139461587035,1
2001-01-19,114.68721524977325,0
2001-01-20,97.58987259420132,0
2001-01-21,91.56574811732008,1
2001-01-22,112.3654693609455,0
2001-01-23,106.49893669006681,1
2001-01-24,85.63011002699935,0
2001-01-25,107.55782561738552,1
2001-01-26,100.9673656181067,0
2001-01-27,110.50164396574253,0
2001-01-28,91.44394545973908,1
2001-01-29,90.74672636780015,0
2001-01-30,76.5681941740559,0
2001-01-31,81.69308585214608,0
2001-02-01,68.09192206628012,0
2001-02-02,72.9187672505982,1
2001-02-03,87.81372529185765,0
2001-02-04,90.10610335594038,0
2001-02-05,95.6288751137995,0
2001-02-06,79.98516283645537,1
2001-02-07,82.71775716555852,0
2001-02-08,86.72717479551197,1
2001-02-09,69.70653718119591,1
2001-02-10,78.1499152212915,0
2001-02-11,80.90009116435807,0
2001-02-12,87.52299736646299,0
2001-02-13,56.89210606789976,1
2001-02-14,90.33176844383708,0
2001-02-15,91.69653471348565,0
2001-02-16,85.55293177387365,0
2001-02-17,99.25876198233975,0
2001-02-18,99.51806772628242,0
2001-02-19,100.00435533162133,0
2001-02-20,104.39444302600059,1
2001-02-21,64.92030066645015,0
2001-02-22,67.50253069997959,0
2001-02-23,109.37273991388666,0
2001-02-24,87.07612291913142,0
2001-02-25,93.12420541682583,0
2001-02-26,75.23929768265478,0
2001-02-27,105.76875017429444,0
2001-02-28,100.36061689518442,0
2001-03-01,99.26582985583602,0
2001-03-02,79.31019786660957,1
2001-03-03,94.5985993963313,1
2001-03-04,109.25194155289232,0
2001-03-05,88.60973859090775,1
2001-03-06,88.01499374945178,0
2001-03-07,94.9658327414791,0
2001-03-08,103.81685200027937,0
2001-03-09,83.9007742537177,1
2001-03-10,73.83452156630374,0
2001-03-11,54.95912511080698,0
2001-03-12,115.72866538682719,0
2001-03-13,76.3878150039659,1
2001-03-14,87.39147968885698,0
2001-03-15,96.4406017201062,0
2001-03-16,104.21051372093392,0
2001-03-17,85.73823287234504,0
2001-03-18,81.46960336318016,0
2001-03-19,86.15167906973606,0
2001-03-20,101.70619632411307,0
2001-03-21,107.0044203723608,0
2001-03-22,109.40000315598232,0
2001-03-23,75.41125579607437,1
2001-03-24,78.33733041671992,0
2001-03-25,96.21342216344942,1
2001-03-26,91.35394690548914,0
2001-03-27,90.34533099592146,0
2001-03-28,111.7833407602871,1
2001-03-29,96.27197486241327,0
2001-03-30,82.33503438370889,0
2001-03-31,91.2457935214074,0
2001-04-01,90.17365878550187,0
2001-04-02,74.6182422946624,0
2001-04-03,93.47856520670322,0
2001-04-04,78.13777460702103,0
2001-04-05,85.42638714372876,1
2001-04-06,93.98957625221412,0
2001-04-07,89.3157526280234,0
2001-04-08,95.49277498474032,0
2001-04-09,102.26556001037179,0
2001-04-10,65.27453893319631,0
2001-04-11,103.77030933915661,0
2001-04-12,79.96506282913408,0
2001-04-13,127.08499178787943,0
2001-04-14,95.95227306836519,0
2001-04-15,109.36109051920086,0
2001-04-16,82.22726936317136,0
2001-04-17,74.85092404276381,0
2001-04-18,93.82671458071951,1
2001-04-19,69.44480839583463,0
2001-04-20,79.64741233095441,1
2001-04-21,88.02721981158813,0
2001-04-22,102.25231009206318,1
2001-04-23,86.44886014256306,0
2001-04-24,78.29819196054915,0
2001-04-25,92.92816498970178,0
2001-04-26,84.19736194370935,0
2001-04-27,54.80117560522317,0
2001-04-28,99.7537073801249,0
2001-04-29,76.20152182017546,0
2001-04-30,93.70144008606587,0
2001-05-01,97.06089377904556,1
2001-05-02,93.84974271506756,0
2001-05-03,104.99857045680336,1
2001-05-04,77.242494938845,0
2001-05-05,103.12221765906838,0
2001-05-06,91.78625562978677,1
2001-05-07,82.7577203672942,0
2001-05-08,87.87836387130203,0
2001-05-09,93.19662830309517,0
2001-05-10,95.69641530948898,1
2001-05-11,111.9305856680426,0
2001-05-12,101.95713014974575,1
2001-05-13,92.62751895973453,0
2001-05-14,88.96607033785172,0
2001-05-15,80.70220274895291,0
2001-05-16,100.86226275427566,0
2001-05-17,78.80137613357545,0
2001-05-18,87.12921328623963,0
2001-05-19,129.79339328120258,0
2001-05-20,105.38156795240192,1
2001-05-21,87.30872582502221,1
2001-05-22,90.60057496803451,0
2001-05-23,94.39519940481509,0
2001-05-24,84.99352770247886,0
2001-05-25,67.02442985790793,0
2001-05-26,84.28486839683147,0
2001-05-27,111.4338492256302,0
2001-05-28,106.66319472276312,1
2001-05-29,99.4205707793896,0
2001-05-30,104.67702799810624,0
2001-05-31,97.43212046194311,1
2001-06-01,109.19085702409771,0
2001-06-02,81.1994253810777,0
2001-06-03,87.19417801507605,0
2001-06-04,101.46819612067102,0
2001-06-05,107.68006574311262,1
2001-06-06,97.86254880666046,0
2001-06-07,81.21804814567054,0
2001-06-08,114.51140383496957,1
2001-06-09,116.96999508305507,0
2001-06-10,106.22220771133958,1
2001-06-11,105.95891928389278,0
2001-06-12,77.20325631499287,1
2001-06-13,91.03552234798032,0
2001-06-14,74.28844291641468,1
2001-06-15,101.51519389163663,0
2001-06-16,79.52067328125486,0
2001-06-17,116.70287089602505,0
2001-06-18,88.95768933830956,0
2001-06-19,98.03864832162616,0
2001-06-20,107.03584809283579,0
2001-06-21,98.24837562377716,0
2001-06-22,89.65082288657341,0
2001-06-23,110.6488314550733,0
2001-06-24,115.1021208482642,0
2001-06-25,122.18605153925755,0
2001-06-26,102.66991547884801,0
2001-06-27,93.41844844507106,0
2001-06-28,112.85736098609209,1
2001-06-29,87.62362630589293,1
2001-06-30,98.47690115812586,0
2001-07-01,107.19159964937744,0
2001-07-02,63.25742119075039,0
2001-07-03,87.99173770794009,0
2001-07-04,76.36837641101644,0
2001-07-05,87.21183009974544,0
2001-07-06,99.35979238334264,0
2001-07-07,111.89292220581552,1
2001-07-08,97.50153263731309,1
2001-07-09,108.75941461628807,1
2001-07-10,95.72784263097618,0
2001-07-11,91.14936395265477,0
2001-07-12,119.71048995348957,0
2001-07-13,96.4702570451953,0
2001-07-14,99.3501534631528,0
2001-07-15,116.62535455946508,0
2001-07-16,91.36172357899305,1
2001-07-17,78.59296155200012,0
2001-07-18,84.13668752223097,0
2001-07-19,88.25438676355861,0
2001-07-20,101.0121619787883,1
2001-07-21,108.43626167485586,0
2001-07-22,109.15662886275885,0
2001-07-23,79.01803051927861,0
2001-07-24,88.86057016757505,0
2001-07-25,119.8205720125483,0
2001-07-26,84.10677330972834,0
2001-07-27,84.66705916461062,0
2001-07-28,85.66959488065088,0
2001-07-29,104.01771423472852,0
2001-07-30,75.84610850161665,0
2001-07-31,99.73434678966585,1
2001-08-01,88.3543347890232,0
2001-08-02,84.09881696517891,0
2001-08-03,89.76109250265665,0
2001-08-04,73.09868015036537,0
2001-08-05,88.72735047149969,0
2001-08-06,104.89262367666578,0
2001-08-07,102.16367049518485,0
2001-08-08,97.82390169500373,1
2001-08-09,94.2968389006578,0
2001-08-10,81.82251719023085,1
2001-08-11,88.5429561922812,0
2001-08-12,117.31732641607536,0
2001-08-13,103.16808380709254,1
2001-08-14,93.66858640385941,1
2001-08-15,103.16289587803243,0
2001-08-16,119.93312573736858,1
2001-08-17,90.44579845023458,1
2001-08-18,104.87856391504117,0
2001-08-19,93.03414137738127,0
2001-08-20,108.24429062088817,1
2001-08-21,118.57436185299393,1
2001-08-22,97.57962492652668,0
2001-08-23,110.34040388335319,1
2001-08-24,81.0853033460162,0
2001-08-25,101.11523305162733,1
2001-08-26,89.3044113499817,0
2001-08-27,86.6358144646075,0
2001-08-28,88.20666895351211,0
2001-08-29,110.85331510234928,0
2001-08-30,64.25460164983852,0
