Date,Temperature,Humidity
2000-01-01,28.12172681831621,81.90486599164078
2000-01-02,16.96121991861231,31.9712078389573
2000-01-03,17.399145132384174,85.99335270466159
2000-01-04,14.695162529711833,46.04764001882069
2000-01-05,24.407045293836823,37.46689671323383
2000-01-06,8.592314849440259,50.441881907208874
2000-01-07,28.844067941439096,75.93511040758239
2000-01-08,16.33397492226386,35.43317875856379
2000-01-09,21.755204653258,48.60720640094027
2000-01-10,18.933156401654088,83.45480217504942
2000-01-11,27.510546350157735,83.64871939846023
2000-01-12,9.919300703149897,46.244216522474105
2000-01-13,18.627914936083194,50.12306684487015
2000-01-14,18.339724928125683,34.66556469427546
2000-01-15,25.948838618267494,40.182260151671855
2000-01-16,14.800528654953414,46.80480454171631
2000-01-17,19.457836338525066,48.86375712194179
2000-01-18,15.950676391258959,77.38072515602207
2000-01-19,20.57102695888687,88.96936151356513
2000-01-20,23.294022598210674,53.68088713782751
2000-01-21,14.896837427800001,77.26743927629437
2000-01-22,26.143537047243008,42.257821066581144
2000-01-23,24.947855605179825,80.89605841931723
2000-01-24,22.9723554409367,72.31092427844294
2000-01-25,24.984143397058595,85.14731069094233
2000-01-26,17.08120233933614,40.146626645956104
2000-01-27,19.905366492320024,85.79089777682047
2000-01-28,15.860944353637679,39.04938539155192
2000-01-29,19.220322872225424,38.135568509646134
2000-01-30,23.2315101099687,89.72822666854816
2000-01-31,17.1413962041793,80.57141732593247
2000-02-01,18.63589711577516,70.82062732084164
2000-02-02,17.203763557552264,80.60975661251294
2000-02-03,16.43355859973272,32.50084159360338
2000-02-04,17.323313263244184,54.24158981599543
2000-02-05,20.636175314317253,64.88738949122799
2000-02-06,15.132898158666867,70.20051345968444
2000-02-07,21.91147710548592,67.31722231716762
2000-02-08,29.058355258321924,82.28991781693031
2000-02-09,24.48950789404732,63.14807811131957
2000-02-10,19.84004892996979,80.06731349993788
2000-02-11,16.381018274425724,53.05949991701671
2000-02-12,17.103304751861046,83.42825275526056
2000-02-13,29.321298994464154,40.271552799692
2000-02-14,21.132991095125615,48.54209190536716
2000-02-15,17.713896903807377,38.93724817876736
2000-02-16,21.87337177918159,72.72357283487389
2000-02-17,31.43998558151724,85.65168126120919
2000-02-18,21.559416449220524,45.8821969379609
2000-02-19,24.06454518778634,60.07248519888774
2000-02-20,22.499285276565058,51.62109168748342
2000-02-21,19.257084487322754,43.76902453296246
2000-02-22,15.32563869853577,73.73355518594275
2000-02-23,19.311407891690127,44.27272250894985
2000-02-24,20.033537918657437,63.70362665504235
2000-02-25,24.031008310321692,40.973269690668644
2000-02-26,25.312688300216205,49.89586808107162
2000-02-27,25.793156041816655,42.018246355968444
2000-02-28,22.58545211453408,50.400075834995974
2000-02-29,25.603086531593778,47.40201517447693
2000-03-01,17.425251516770917,81.60315020564846
2000-03-02,27.48143771951343,37.445488371037285
2000-03-03,23.80159689766987,74.61078814673776
2000-03-04,19.766329523519847,53.94926103329276
2000-03-05,23.719225306995806,89.00781307464007
2000-03-06,20.91861177691988,87.10654428745082
2000-03-07,26.97444786008216,44.715060220310875
2000-03-08,28.935210319480756,62.72899816738299
2000-03-09,32.28382323900807,55.84517335043875
2000-03-10,14.393279073006145,37.96587891292049
2000-03-11,14.175000763261513,84.17089646008245
2000-03-12,18.89304393224591,44.93223505320958
2000-03-13,22.235356388162455,80.09932130947787
2000-03-14,25.835807698619004,34.253443701461386
2000-03-15,23.052924060345905,51.181127291865664
2000-03-16,11.38352357594256,82.38610598255379
2000-03-17,19.98328394353298,51.07477025097382
2000-03-18,25.673945512897706,89.34385976937656
2000-03-19,22.70430813235543,48.94977934903831
2000-03-20,25.38364629618667,48.40723092076536
2000-03-21,20.481699325049245,82.5487435128525
2000-03-22,20.60929296229266,64.77564911408292
2000-03-23,22.565627077103937,47.756933252875044
2000-03-24,23.702808640838896,41.15845325056897
2000-03-25,22.66377267654492,79.3549837669957
2000-03-26,22.28703428562972,81.41000491150844
2000-03-27,18.358389836512867,73.71494812616382
2000-03-28,23.619223562755852,49.26003943910601
2000-03-29,22.36020742230013,67.91088097371951
2000-03-30,27.418210037291214,64.37596101887614
2000-03-31,27.785062243051343,58.85523269813358
2000-04-01,22.73593011345414,31.58884837626136
2000-04-02,19.953391216036437,61.25784222101899
2000-04-03,18.655824548942988,43.80095995571807
2000-04-04,23.98660157687807,57.9466841023492
2000-04-05,22.275475890631455,32.65201243976586
2000-04-06,20.1891453567535,56.01966111386888
2000-04-07,22.146028569320986,87.89147908214255
2000-04-08,18.84766290223274,69.91946917406774
2000-04-09,25.45744233693386,78.25736481289891
2000-04-10,19.751246516542047,47.42923069104356
2000-04-11,28.129027089254347,39.96024433607387
2000-04-12,24.04353797137865,48.808858881202
2000-04-13,25.01355546987033,34.3364947328503
2000-04-14,16.590678531954666,88.72188030018285
2000-04-15,22.93171657032737,42.10875185634197
2000-04-16,25.807144964006625,61.63886038201397
2000-04-17,17.35540958384503,66.38945106959223
2000-04-18,20.81236144987912,48.66017099232889
2000-04-19,22.326059524848475,36.50736391472396
2000-04-20,15.316924347957418,55.18490876090303
2000-04-21,23.77782333542502,85.46374780346983
2000-04-22,26.452336229296638,66.0924926596332
2000-04-23,17.94345101546296,55.19013702781271
2000-04-24,24.013249375281863,39.45209310442056
2000-04-25,15.718582144229003,77.01041534486623
2000-04-26,22.105992250722707,34.57678557020879
2000-04-27,14.240069420457317,89.09745307737433
2000-04-28,27.945471854495835,43.92535379494173
2000-04-29,24.402328766944255,38.48896532934147
2000-04-30,22.254174628636118,48.58397848147139
2000-05-01,18.52087513198755,86.4849434386949
2000-05-02,28.784877109798224,79.25295694796725
2000-05-03,32.27101077012922,70.6296532195114
2000-05-04,13.164987522519459,82.73396711603601
2000-05-05,28.655101996366675,80.47111653876965
2000-05-06,30.631910710092654,67.25624256970286
2000-05-07,24.203080550846384,52.81127632034263
2000-05-08,16.536036975828313,69.49392211190903
2000-05-09,26.868448663223212,75.599107122773
2000-05-10,21.666455294184633,67.12422615135577
2000-05-11,19.570778108400432,30.679882381928948
2000-05-12,16.459404648229096,32.08888894105046
2000-05-13,25.38168644477627,36.865721651783545
2000-05-14,26.61232641472736,74.96394884168764
2000-05-15,19.549920961683327,73.8524186634126
2000-05-16,25.28972814797154,81.41936751245763
2000-05-17,16.98440061747931,86.59494941035209
2000-05-18,26.73466300135022,52.90767509963728
2000-05-19,22.97743370690435,67.02000115212137
2000-05-20,21.830976747455797,49.65885350310502
2000-05-21,22.2743135790456,54.00434187888234
2000-05-22,27.146679927024632,57.480630909935535
2000-05-23,26.573502330389335,76.0206348151369
2000-05-24,25.487954453866582,65.76218781496563
2000-05-25,23.548306218348326,82.5891841740439
2000-05-26,23.268066702698246,53.118077673012415
2000-05-27,25.99001174975673,35.832692360330384
2000-05-28,24.07972101753046,40.87332243619785
2000-05-29,26.349131366508715,83.03013170102639
2000-05-30,21.404904827302644,34.322572107777646
2000-05-31,10.800402412748323,80.67891928531579
2000-06-01,28.187804880231162,85.30427532710138
2000-06-02,33.947658766336666,63.75150710370983
2000-06-03,25.238649356390887,84.60006180481383
2000-06-04,22.550105449482746,71.55544620439956
2000-06-05,22.38770016780888,76.72703872428485
2000-06-06,22.49368293765604,71.67470469723658
2000-06-07,23.19501854898823,53.47627490324724
2000-06-08,17.516883060343254,68.00498161614489
2000-06-09,20.560497100661443,85.82351944638872
2000-06-10,18.179815351805633,61.16638973707204
2000-06-11,24.427912734464087,40.628714562754425
2000-06-12,21.71966586492823,48.40322184104298
2000-06-13,25.69787013188474,78.90473569595264
2000-06-14,22.36722670866724,62.888094452166904
2000-06-15,28.19133447631207,57.25028971947512
2000-06-16,24.346231032471266,62.25169125393542
2000-06-17,34.25095004236594,52.174886084725784
2000-06-18,13.83452346234549,42.62714289098325
2000-06-19,20.100608046848745,30.19507648512404
2000-06-20,27.861476014259114,32.68196418679678
2000-06-21,36.01450673909444,42.04804563199441
2000-06-22,22.148527471325007,31.84088751609788
2000-06-23,23.628855911119427,58.260215770024175
2000-06-24,22.29773567321658,86.97007571908401
2000-06-25,30.105374669312866,68.66426216280593
2000-06-26,22.0303182144744,31.736793536843717
2000-06-27,26.885961286525202,76.56282823767081
2000-06-28,21.905344702688897,60.164078214212424
2000-06-29,17.16028551078984,77.81861615565373
2000-06-30,25.109530384043197,60.3738372743962
2000-07-01,26.07641417361263,67.46275957303587
2000-07-02,30.045303599002775,45.731744570532975
2000-07-03,23.04560881460461,56.84244877062342
2000-07-04,20.52968899422942,30.75875122346439
2000-07-05,26.448945693100328,52.899241291262285
2000-07-06,24.85745202494329,67.7484489735504
2000-07-07,25.075703685132417,86.02189554105354
2000-07-08,23.325411824100794,40.25148102133042
2000-07-09,29.511250469274312,45.75056111686422
2000-07-10,25.575588636458747,70.48916768351418
2000-07-11,33.26997111608151,58.30563321048889
2000-07-12,29.3204985972725,70.6126265047553
2000-07-13,27.078986551196387,77.57986076518478
2000-07-14,15.66505319586673,67.91114865416034
2000-07-15,26.832333416662063,72.81401041814655
2000-07-16,25.940624863655106,86.82490744044345
2000-07-17,27.912433679751388,65.15651199820343
2000-07-18,29.09833182580098,56.4187217845119
2000-07-19,21.89016092226953,42.56471554722471
2000-07-20,28.032994921097238,83.90573769886839
2000-07-21,21.11983896638785,72.83586016857544
